loc_id,area_type,size,total_sqft,bath,balcony,price,bed_bath,price_per_sqft
794,Super built-up  Area,3,1290.0,2,2,56.12,476.0,4350.388
794,Built-up  Area,2,1100.0,2,2,50.0,344.0,4545.455
794,Super built-up  Area,2,1208.0,2,1,49.0,344.0,4056.291
794,Carpet  Area,2,875.0,2,3,52.8,344.0,6034.286
794,Built-up  Area,3,1375.0,2,1,50.0,476.0,3636.364
794,Built-up  Area,2,1800.0,1,1,128.0,304.0,7111.111
794,Built-up  Area,2,1070.0,2,2,50.0,344.0,4672.897
794,Super built-up  Area,2,1230.0,2,2,48.0,344.0,3902.439
794,Built-up  Area,3,1428.0,2,1,80.0,476.0,5602.241
794,Super built-up  Area,2,1070.0,2,1,42.8,344.0,4000.0
794,Super built-up  Area,3,1310.0,2,1,52.4,476.0,4000.0
794,Super built-up  Area,3,1270.0,2,3,55.25,476.0,4350.394
794,Super built-up  Area,3,1365.0,2,2,49.0,476.0,3589.744
794,Super built-up  Area,2,1075.0,2,1,46.76,344.0,4349.767
794,Super built-up  Area,3,1230.0,2,2,53.51,476.0,4350.407
794,Super built-up  Area,3,1290.0,2,2,56.12,476.0,4350.388
794,Super built-up  Area,2,1070.0,2,1,45.48,344.0,4250.467
794,Super built-up  Area,2,1100.0,2,2,50.0,344.0,4545.455
794,Super built-up  Area,3,1390.0,2,3,60.47,476.0,4350.36
794,Super built-up  Area,3,1265.0,2,2,53.12,476.0,4199.209
794,Built-up  Area,2,1224.0,2,2,45.0,344.0,3676.471
794,Super built-up  Area,2,1090.0,2,1,47.42,344.0,4350.459
794,Super built-up  Area,3,1355.0,3,2,54.2,516.0,4000.0
794,Built-up  Area,3,1350.0,2,2,54.2,476.0,4014.815
794,Built-up  Area,2,1325.0,2,1,59.0,344.0,4452.83
794,Super built-up  Area,2,1290.0,2,2,72.0,344.0,5581.395
794,Super built-up  Area,3,1275.0,2,2,55.46,476.0,4349.804
794,Built-up  Area,3,1425.0,1,0,54.0,436.0,3789.474
795,Super built-up  Area,3,1800.0,3,3,80.0,516.0,4444.444
796,Super built-up  Area,3,1306.0,2,2,58.0,476.0,4441.041
797,Plot  Area,2,680.0,2,0,42.0,344.0,6176.471
797,Super built-up  Area,2,1150.0,2,2,49.0,344.0,4260.87
797,Built-up  Area,2,1065.0,2,1,45.0,344.0,4225.352
797,Super built-up  Area,2,1180.0,2,1,39.0,344.0,3305.085
797,Built-up  Area,2,1065.0,2,2,45.0,344.0,4225.352
798,Built-up  Area,3,1745.0,3,2,77.0,516.0,4412.607
798,Built-up  Area,2,1300.0,2,1,58.0,344.0,4461.538
799,Super built-up  Area,3,1250.0,3,2,56.0,516.0,4480.0
799,Super built-up  Area,2,1058.0,2,2,60.0,344.0,5671.078
799,Super built-up  Area,3,1250.0,3,2,39.5,516.0,3160.0
800,Built-up  Area,3,1470.0,2,2,70.0,476.0,4761.905
800,Super built-up  Area,2,1339.0,2,2,55.0,344.0,4107.543
801,Super built-up  Area,2,1160.0,2,2,52.2,344.0,4500.0
801,Super built-up  Area,3,1355.0,2,3,58.25,476.0,4298.893
801,Super built-up  Area,3,1270.0,2,2,57.15,476.0,4500.0
802,Plot  Area,2,3040.0,1,1,180.0,304.0,5921.053
802,Super built-up  Area,2,1165.0,2,2,47.0,344.0,4034.335
802,Super built-up  Area,2,1050.0,2,2,35.0,344.0,3333.333
803,Built-up  Area,3,1445.0,3,2,64.0,516.0,4429.066
804,Super built-up  Area,3,1400.0,2,2,62.0,476.0,4428.571
805,Built-up  Area,3,1853.0,3,2,82.0,516.0,4425.256
806,Built-up  Area,2,1100.0,2,2,40.0,344.0,3636.364
806,Built-up  Area,2,967.0,2,3,45.0,344.0,4653.568
806,Built-up  Area,2,891.0,2,1,25.0,344.0,2805.836
806,Super built-up  Area,3,1618.0,3,3,82.5,516.0,5098.888
806,Super built-up  Area,2,1222.0,2,1,63.0,344.0,5155.483
806,Plot  Area,2,1200.0,2,0,95.0,344.0,7916.667
806,Super built-up  Area,3,1600.0,2,2,55.0,476.0,3437.5
806,Super built-up  Area,3,1300.0,3,3,65.0,516.0,5000.0
806,Super built-up  Area,2,950.0,2,1,38.0,344.0,4000.0
806,Super built-up  Area,2,1153.0,2,1,48.5,344.0,4206.418
806,Plot  Area,1,812.0,1,0,26.0,172.0,3201.97
806,Built-up  Area,4,2000.0,4,2,82.0,688.0,4100.0
806,Super built-up  Area,3,1460.0,2,2,65.0,476.0,4452.055
806,Super built-up  Area,3,1500.0,3,2,70.0,516.0,4666.667
806,Super built-up  Area,3,1621.0,3,3,72.0,516.0,4441.703
806,Super built-up  Area,3,1304.0,3,3,80.0,516.0,6134.969
806,Plot  Area,1,812.0,1,1,26.0,172.0,3201.97
806,Super built-up  Area,2,990.0,2,1,40.0,344.0,4040.404
806,Super built-up  Area,2,1235.0,2,2,63.0,344.0,5101.215
806,Super built-up  Area,3,1385.0,3,2,64.0,516.0,4620.939
806,Super built-up  Area,2,1000.0,2,1,35.0,344.0,3500.0
806,Super built-up  Area,2,1075.0,2,2,30.0,344.0,2790.698
806,Super built-up  Area,2,1010.0,2,1,35.0,344.0,3465.347
806,Super built-up  Area,3,1385.0,2,2,50.0,476.0,3610.108
806,Super built-up  Area,2,1410.0,2,2,45.0,344.0,3191.489
806,Super built-up  Area,3,1380.0,2,2,95.0,476.0,6884.058
806,Super built-up  Area,3,1425.0,2,2,47.0,476.0,3298.246
806,Super built-up  Area,3,1435.0,2,3,62.0,476.0,4320.557
806,Built-up  Area,2,945.0,2,0,45.0,344.0,4761.905
806,Plot  Area,5,1500.0,4,1,100.0,820.0,6666.667
806,Super built-up  Area,3,1400.0,2,1,50.0,476.0,3571.429
806,Plot  Area,4,2500.0,3,2,120.0,648.0,4800.0
806,Super built-up  Area,3,1230.0,2,2,52.0,476.0,4227.642
806,Super built-up  Area,2,1120.0,2,2,50.0,344.0,4464.286
806,Super built-up  Area,3,1500.0,3,2,63.0,516.0,4200.0
806,Super built-up  Area,2,1200.0,2,3,40.0,344.0,3333.333
806,Super built-up  Area,2,1280.0,2,1,61.0,344.0,4765.625
806,Plot  Area,1,1806.0,1,1,150.0,172.0,8305.648
806,Super built-up  Area,2,1205.0,2,1,56.58,344.0,4695.436
806,Super built-up  Area,2,1170.0,2,2,40.0,344.0,3418.803
806,Super built-up  Area,2,1100.0,2,1,28.0,344.0,2545.455
806,Built-up  Area,4,3000.0,3,0,132.0,648.0,4400.0
806,Super built-up  Area,3,1613.0,3,3,72.0,516.0,4463.732
806,Super built-up  Area,3,1493.0,2,3,90.0,476.0,6028.131
806,Super built-up  Area,2,1110.0,2,2,36.25,344.0,3265.766
806,Super built-up  Area,2,1245.0,2,2,59.0,344.0,4738.956
806,Super built-up  Area,2,1200.0,2,2,50.0,344.0,4166.667
807,Super built-up  Area,2,1200.0,2,0,53.0,344.0,4416.667
808,Plot  Area,2,1200.0,2,0,53.0,344.0,4416.667
809,Super built-up  Area,3,1500.0,2,1,65.0,476.0,4333.333
809,Super built-up  Area,2,1200.0,2,1,54.0,344.0,4500.0
810,Plot  Area,4,1200.0,2,0,95.0,608.0,7916.667
810,Super built-up  Area,2,1200.0,2,1,45.0,344.0,3750.0
810,Super built-up  Area,3,1560.0,3,2,75.0,516.0,4807.692
810,Super built-up  Area,3,1453.0,2,1,46.48,476.0,3198.899
810,Built-up  Area,2,755.0,2,1,37.49,344.0,4965.563
810,Built-up  Area,2,982.0,2,1,47.65,344.0,4852.342
810,Super built-up  Area,3,1650.0,2,1,75.0,476.0,4545.455
810,Super built-up  Area,2,950.0,2,3,39.0,344.0,4105.263
810,Super built-up  Area,3,1756.0,3,2,92.0,516.0,5239.18
810,Built-up  Area,2,1106.0,2,1,43.09,344.0,3896.022
810,Super built-up  Area,2,1079.0,2,2,41.0,344.0,3799.815
810,Super built-up  Area,2,1169.0,2,1,64.0,344.0,5474.765
810,Super built-up  Area,3,1265.0,2,1,65.0,476.0,5138.34
810,Super built-up  Area,2,1060.0,2,1,37.0,344.0,3490.566
810,Super built-up  Area,2,1107.83,2,1,41.51,344.0,3746.965
810,Built-up  Area,2,980.0,2,1,38.19,344.0,3896.939
810,Super built-up  Area,3,1250.0,3,2,65.0,516.0,5200.0
810,Super built-up  Area,3,1284.0,2,2,75.0,476.0,5841.121
810,Super built-up  Area,2,1145.0,2,1,41.21,344.0,3599.127
810,Plot  Area,4,1250.0,4,1,100.0,688.0,8000.0
810,Plot  Area,5,2400.0,3,3,80.0,780.0,3333.333
810,Super built-up  Area,2,1000.0,2,1,46.0,344.0,4600.0
810,Built-up  Area,2,760.0,2,2,37.49,344.0,4932.895
810,Super built-up  Area,2,1150.0,2,1,42.0,344.0,3652.174
810,Super built-up  Area,3,1364.0,2,3,50.0,476.0,3665.689
810,Super built-up  Area,3,1623.0,3,1,89.0,516.0,5483.672
810,Built-up  Area,2,750.0,2,1,37.49,344.0,4998.667
810,Super built-up  Area,1,625.0,1,1,27.0,172.0,4320.0
810,Built-up  Area,2,1080.0,2,1,38.0,344.0,3518.519
810,Super built-up  Area,3,1176.0,2,1,37.62,476.0,3198.98
810,Super built-up  Area,2,1166.0,2,1,37.29,344.0,3198.113
810,Super built-up  Area,2,994.0,2,1,42.28,344.0,4253.521
810,Super built-up  Area,2,1107.83,2,1,41.51,344.0,3746.965
810,Super built-up  Area,2,1220.0,2,2,39.0,344.0,3196.721
810,Super built-up  Area,2,1213.0,2,2,38.1,344.0,3140.973
810,Super built-up  Area,3,1300.0,2,2,52.0,476.0,4000.0
810,Super built-up  Area,2,1090.0,2,1,46.0,344.0,4220.183
810,Built-up  Area,3,1400.0,3,3,63.0,516.0,4500.0
810,Super built-up  Area,3,1557.0,3,1,70.0,516.0,4495.825
810,Super built-up  Area,2,1058.0,2,2,47.0,344.0,4442.344
811,Built-up  Area,1,600.0,1,1,15.0,172.0,2500.0
811,Plot  Area,4,2894.0,4,1,245.0,688.0,8465.791
811,Super built-up  Area,3,1540.0,2,3,64.0,476.0,4155.844
811,Built-up  Area,2,1000.0,2,1,25.0,344.0,2500.0
811,Super built-up  Area,1,370.923994,1,0,18.5,172.0,4987.545
811,Super built-up  Area,2,750.0,2,1,38.0,344.0,5066.667
811,Super built-up  Area,2,1160.0,2,2,40.61,344.0,3500.862
811,Built-up  Area,1,340.0,1,1,10.0,172.0,2941.176
811,Super built-up  Area,2,1197.0,2,2,50.0,344.0,4177.109
811,Super built-up  Area,2,1200.0,2,0,58.0,344.0,4833.333
811,Super built-up  Area,3,1188.0,2,2,38.0,476.0,3198.653
811,Super built-up  Area,2,726.0,2,1,31.0,344.0,4269.972
811,Super built-up  Area,3,1250.0,3,3,48.0,516.0,3840.0
811,Super built-up  Area,2,1025.0,2,2,57.0,344.0,5560.976
811,Super built-up  Area,3,1160.0,2,2,40.6,476.0,3500.0
811,Super built-up  Area,2,750.0,2,2,22.0,344.0,2933.333
811,Built-up  Area,3,1082.0,2,1,49.0,476.0,4528.651
811,Super built-up  Area,2,1155.0,2,2,40.6,344.0,3515.152
811,Plot  Area,4,1125.0,2,1,88.0,608.0,7822.222
811,Built-up  Area,2,1255.0,2,2,50.0,344.0,3984.064
811,Built-up  Area,2,750.0,2,1,36.0,344.0,4800.0
811,Plot  Area,3,3500.0,5,0,275.0,596.0,7857.143
811,Built-up  Area,2,963.0,2,2,40.0,344.0,4153.686
811,Super built-up  Area,2,927.0,2,2,37.0,344.0,3991.37
811,Super built-up  Area,2,726.0,2,1,35.0,344.0,4820.937
811,Super built-up  Area,2,918.0,2,1,27.54,344.0,3000.0
811,Super built-up  Area,1,416.0,1,1,19.5,172.0,4687.5
811,Super built-up  Area,2,900.0,2,2,45.0,344.0,5000.0
811,Super built-up  Area,2,900.0,2,0,30.0,344.0,3333.333
811,Built-up  Area,2,787.0,2,1,31.0,344.0,3939.009
811,Built-up  Area,1,502.0,1,1,25.0,172.0,4980.08
811,Built-up  Area,3,1470.0,3,3,50.0,516.0,3401.361
811,Plot  Area,3,1200.0,3,1,67.0,516.0,5583.333
811,Super built-up  Area,2,725.0,2,1,30.0,344.0,4137.931
811,Built-up  Area,1,500.0,1,1,17.0,172.0,3400.0
811,Super built-up  Area,1,540.0,1,1,22.5,172.0,4166.667
811,Super built-up  Area,2,750.0,2,1,35.5,344.0,4733.333
811,Super built-up  Area,3,1741.0,3,2,80.0,516.0,4595.06
811,Built-up  Area,3,1436.0,2,2,55.0,476.0,3830.084
811,Plot  Area,2,1200.0,2,0,58.0,344.0,4833.333
811,Super built-up  Area,1,400.0,2,1,25.0,212.0,6250.0
811,Built-up  Area,2,1230.0,2,2,45.0,344.0,3658.537
811,Built-up  Area,3,1230.0,2,2,52.0,476.0,4227.642
811,Super built-up  Area,2,750.0,2,1,36.5,344.0,4866.667
811,Built-up  Area,4,2540.0,4,0,160.0,688.0,6299.213
811,Super built-up  Area,2,1000.0,2,2,34.0,344.0,3400.0
811,Super built-up  Area,1,416.0,1,1,18.0,172.0,4326.923
811,Super built-up  Area,3,1245.0,2,2,43.57,476.0,3499.598
811,Built-up  Area,2,883.0,2,0,49.0,344.0,5549.264
811,Super built-up  Area,2,1052.0,2,2,51.0,344.0,4847.909
811,Super built-up  Area,2,1009.0,2,1,30.27,344.0,3000.0
811,Super built-up  Area,2,1220.0,2,2,63.0,344.0,5163.934
811,Plot  Area,1,1150.0,1,0,52.0,172.0,4521.739
811,Super built-up  Area,2,1192.0,2,2,53.5,344.0,4488.255
811,Super built-up  Area,2,1200.0,2,3,42.0,344.0,3500.0
811,Super built-up  Area,2,750.0,2,1,40.0,344.0,5333.333
811,Built-up  Area,1,600.0,1,1,35.0,172.0,5833.333
811,Built-up  Area,2,633.0,1,1,18.0,304.0,2843.602
811,Super built-up  Area,2,1035.0,2,1,51.5,344.0,4975.845
811,Built-up  Area,1,410.0,1,1,15.0,172.0,3658.537
811,Super built-up  Area,1,400.0,1,1,25.0,172.0,6250.0
811,Super built-up  Area,1,416.0,1,1,17.19,172.0,4132.212
811,Super built-up  Area,2,1320.0,2,1,50.0,344.0,3787.879
811,Super built-up  Area,2,1160.0,2,2,40.6,344.0,3500.0
811,Built-up  Area,5,2500.0,4,3,100.0,820.0,4000.0
811,Built-up  Area,1,550.0,1,1,16.75,172.0,3045.455
812,Super built-up  Area,3,1250.0,3,1,55.0,516.0,4400.0
813,Super built-up  Area,2,1001.0,2,2,33.03,344.0,3299.7
813,Carpet  Area,2,1103.0,2,1,55.0,344.0,4986.401
813,Super built-up  Area,2,1143.0,2,1,62.0,344.0,5424.322
813,Plot  Area,2,2260.0,3,1,80.0,384.0,3539.823
813,Plot  Area,1,600.0,1,0,33.0,172.0,5500.0
813,Super built-up  Area,3,1451.0,3,1,68.0,516.0,4686.423
813,Built-up  Area,1,1200.0,1,0,39.82,172.0,3318.333
814,Super built-up  Area,3,1500.0,2,2,65.0,476.0,4333.333
814,Super built-up  Area,3,1500.0,3,2,65.0,516.0,4333.333
814,Super built-up  Area,2,1200.0,2,2,54.0,344.0,4500.0
815,Super built-up  Area,3,1280.0,2,2,56.0,476.0,4375.0
815,Super built-up  Area,2,1140.0,2,2,40.0,344.0,3508.772
815,Super built-up  Area,2,1185.0,2,1,41.0,344.0,3459.916
815,Built-up  Area,2,1275.0,2,2,52.0,344.0,4078.431
815,Built-up  Area,4,2150.0,4,1,100.0,688.0,4651.163
815,Super built-up  Area,2,1150.0,2,3,42.0,344.0,3652.174
815,Super built-up  Area,2,1110.0,2,3,53.0,344.0,4774.775
815,Super built-up  Area,2,1105.0,2,1,38.67,344.0,3499.548
815,Super built-up  Area,2,1060.0,2,2,48.0,344.0,4528.302
815,Super built-up  Area,3,1350.0,3,1,55.5,516.0,4111.111
815,Super built-up  Area,3,1625.0,3,2,55.0,516.0,3384.615
815,Super built-up  Area,2,1105.0,2,1,38.65,344.0,3497.738
815,Super built-up  Area,2,1063.0,2,2,42.0,344.0,3951.082
815,Built-up  Area,3,1470.0,2,2,75.0,476.0,5102.041
815,Super built-up  Area,3,1615.0,3,3,58.0,516.0,3591.331
815,Super built-up  Area,2,1050.0,2,2,48.0,344.0,4571.429
815,Super built-up  Area,2,1132.0,2,2,42.0,344.0,3710.247
815,Super built-up  Area,2,1180.0,2,2,65.0,344.0,5508.475
815,Super built-up  Area,2,1100.0,2,3,58.0,344.0,5272.727
815,Super built-up  Area,2,1325.0,2,2,50.0,344.0,3773.585
815,Super built-up  Area,2,1200.0,2,2,53.0,344.0,4416.667
815,Super built-up  Area,2,1118.0,2,0,30.0,344.0,2683.363
815,Super built-up  Area,2,1035.0,2,2,45.5,344.0,4396.135
815,Super built-up  Area,2,1010.0,2,2,55.0,344.0,5445.545
815,Super built-up  Area,2,1180.0,1,0,50.0,304.0,4237.288
815,Built-up  Area,2,1140.0,2,2,46.0,344.0,4035.088
815,Super built-up  Area,3,1340.0,3,1,66.0,516.0,4925.373
815,Plot  Area,5,2100.0,5,0,150.0,860.0,7142.857
815,Super built-up  Area,3,1256.0,2,2,50.0,476.0,3980.892
815,Built-up  Area,3,1710.0,3,0,60.0,516.0,3508.772
815,Built-up  Area,3,1500.0,3,0,75.0,516.0,5000.0
815,Carpet  Area,2,1215.0,2,3,43.0,344.0,3539.095
815,Super built-up  Area,2,1225.0,2,2,48.0,344.0,3918.367
815,Super built-up  Area,3,1805.0,2,2,75.0,476.0,4155.125
815,Built-up  Area,2,1240.0,2,3,45.0,344.0,3629.032
815,Super built-up  Area,3,1560.0,2,3,72.0,476.0,4615.385
815,Built-up  Area,2,1240.0,2,1,58.58,344.0,4724.194
815,Super built-up  Area,2,1000.0,2,2,43.0,344.0,4300.0
815,Built-up  Area,2,1225.0,2,2,48.0,344.0,3918.367
815,Plot  Area,3,1350.0,2,0,105.0,476.0,7777.778
815,Built-up  Area,3,2500.0,5,1,120.0,596.0,4800.0
815,Super built-up  Area,2,1180.0,2,2,70.0,344.0,5932.203
815,Super built-up  Area,2,960.0,2,1,45.0,344.0,4687.5
815,Carpet  Area,2,775.0,2,2,29.5,344.0,3806.452
815,Built-up  Area,3,1250.0,2,2,47.0,476.0,3760.0
815,Super built-up  Area,3,1455.0,3,3,75.0,516.0,5154.639
815,Super built-up  Area,2,1200.0,2,2,40.0,344.0,3333.333
815,Built-up  Area,2,1045.0,2,2,55.0,344.0,5263.158
815,Super built-up  Area,3,1495.0,3,2,60.0,516.0,4013.378
815,Built-up  Area,3,1654.0,3,3,70.0,516.0,4232.164
815,Built-up  Area,4,2150.0,4,2,90.0,688.0,4186.047
815,Super built-up  Area,2,1361.0,2,2,79.0,344.0,5804.555
815,Super built-up  Area,2,1106.0,2,3,40.0,344.0,3616.637
815,Built-up  Area,5,2400.0,4,3,130.0,820.0,5416.667
815,Super built-up  Area,3,1485.0,2,2,70.0,476.0,4713.805
815,Super built-up  Area,2,1175.0,2,2,50.0,344.0,4255.319
815,Super built-up  Area,3,1500.0,2,2,60.0,476.0,4000.0
815,Super built-up  Area,2,1105.0,2,1,39.5,344.0,3574.661
815,Super built-up  Area,3,1500.0,2,2,75.0,476.0,5000.0
815,Super built-up  Area,3,1400.0,2,2,68.0,476.0,4857.143
815,Built-up  Area,2,1150.0,2,2,45.0,344.0,3913.043
816,Super built-up  Area,2,1096.0,2,2,48.0,344.0,4379.562
817,Super built-up  Area,2,1069.0,2,1,55.0,344.0,5144.995
817,Built-up  Area,2,799.0,2,1,38.0,344.0,4755.945
817,Built-up  Area,2,1141.0,2,2,40.0,344.0,3505.697
817,Built-up  Area,2,1069.0,2,1,55.0,344.0,5144.995
817,Plot  Area,3,2100.0,3,0,70.0,516.0,3333.333
817,Built-up  Area,2,799.0,2,1,35.0,344.0,4380.476
818,Super built-up  Area,3,3200.0,4,2,140.0,556.0,4375.0
819,Super built-up  Area,2,1200.0,2,2,52.5,344.0,4375.0
820,Built-up  Area,1,705.0,1,2,36.5,172.0,5177.305
820,Built-up  Area,3,1758.0,3,2,95.0,516.0,5403.868
820,Super built-up  Area,2,1300.0,2,1,33.0,344.0,2538.462
821,Super built-up  Area,2,999.0,2,1,43.66,344.0,4370.37
822,Super built-up  Area,2,1225.0,2,2,48.0,344.0,3918.367
822,Built-up  Area,2,1020.0,2,2,40.0,344.0,3921.569
822,Super built-up  Area,2,1010.0,2,2,55.0,344.0,5445.545
822,Super built-up  Area,2,980.0,2,1,41.0,344.0,4183.673
823,Built-up  Area,2,1100.0,2,1,48.0,344.0,4363.636
824,Super built-up  Area,2,826.0,2,2,36.0,344.0,4358.354
825,Built-up  Area,3,1300.0,3,1,58.0,516.0,4461.538
825,Super built-up  Area,2,1215.0,2,2,49.85,344.0,4102.881
825,Super built-up  Area,2,1020.0,2,3,48.0,344.0,4705.882
825,Super built-up  Area,3,1435.0,2,1,60.0,476.0,4181.185
825,Super built-up  Area,3,1250.0,3,2,54.0,516.0,4320.0
826,Super built-up  Area,2,1110.0,2,2,51.0,344.0,4594.595
826,Super built-up  Area,2,1086.0,2,1,47.5,344.0,4373.849
826,Built-up  Area,2,1100.0,2,2,45.0,344.0,4090.909
827,Super built-up  Area,3,1449.0,3,1,72.0,516.0,4968.944
827,Built-up  Area,2,1236.0,2,1,50.0,344.0,4045.307
827,Super built-up  Area,2,1190.0,2,1,48.0,344.0,4033.613
828,Super built-up  Area,3,1630.0,3,2,68.29,516.0,4189.571
828,Super built-up  Area,3,1440.0,2,2,60.33,476.0,4189.583
828,Super built-up  Area,2,1170.0,2,2,53.11,344.0,4539.316
828,Super built-up  Area,3,1440.0,2,2,63.93,476.0,4439.583
829,Super built-up  Area,3,1550.0,2,2,65.0,476.0,4193.548
829,Super built-up  Area,2,1125.0,2,2,40.0,344.0,3555.556
829,Built-up  Area,2,800.0,2,1,80.0,344.0,10000.0
829,Super built-up  Area,2,1190.0,2,2,39.25,344.0,3298.319
829,Super built-up  Area,1,800.0,1,1,29.5,172.0,3687.5
829,Super built-up  Area,3,1250.0,2,2,44.0,476.0,3520.0
829,Super built-up  Area,2,1171.0,2,2,39.0,344.0,3330.487
829,Built-up  Area,2,1200.0,2,1,53.5,344.0,4458.333
829,Super built-up  Area,3,1670.0,3,2,59.0,516.0,3532.934
829,Super built-up  Area,2,1140.0,2,2,43.0,344.0,3771.93
830,Super built-up  Area,3,1250.0,2,3,44.0,476.0,3520.0
830,Super built-up  Area,2,1250.0,2,2,40.0,344.0,3200.0
830,Plot  Area,2,1200.0,2,2,83.0,344.0,6916.667
830,Super built-up  Area,2,1170.0,2,2,40.0,344.0,3418.803
830,Super built-up  Area,3,1425.0,2,2,65.0,476.0,4561.404
830,Super built-up  Area,2,947.0,2,2,43.0,344.0,4540.655
830,Super built-up  Area,2,1130.0,2,2,36.0,344.0,3185.841
830,Super built-up  Area,3,1417.0,2,2,76.0,476.0,5363.444
830,Super built-up  Area,2,1230.0,2,1,58.0,344.0,4715.447
830,Super built-up  Area,3,1705.0,3,2,75.0,516.0,4398.827
830,Built-up  Area,2,1116.0,2,1,47.0,344.0,4211.47
830,Super built-up  Area,2,991.0,2,2,40.0,344.0,4036.327
830,Super built-up  Area,3,1700.0,3,1,71.0,516.0,4176.471
831,Super built-up  Area,2,1394.0,2,3,52.0,344.0,3730.273
831,Super built-up  Area,2,1260.0,2,1,62.0,344.0,4920.635
832,Built-up  Area,2,1405.0,2,2,70.0,344.0,4982.206
832,Super built-up  Area,1,550.0,1,1,16.0,172.0,2909.091
832,Super built-up  Area,3,1182.0,2,1,60.1,476.0,5084.602
833,Super built-up  Area,2,1110.0,2,2,55.0,344.0,4954.955
833,Super built-up  Area,2,1110.0,2,2,41.0,344.0,3693.694
834,Super built-up  Area,2,1450.0,2,3,62.63,344.0,4319.31
835,Super built-up  Area,2,985.0,2,1,40.39,344.0,4100.508
835,Super built-up  Area,1,765.0,2,2,30.0,212.0,3921.569
835,Super built-up  Area,2,880.0,2,1,35.0,344.0,3977.273
835,Super built-up  Area,2,795.0,2,1,32.54,344.0,4093.082
835,Super built-up  Area,2,1005.0,2,1,39.59,344.0,3939.303
835,Super built-up  Area,1,734.0,1,0,19.82,172.0,2700.272
835,Plot  Area,5,1200.0,4,1,98.0,820.0,8166.667
835,Super built-up  Area,3,1260.0,2,1,45.0,476.0,3571.429
835,Super built-up  Area,2,1020.0,2,1,41.82,344.0,4100.0
835,Plot  Area,4,1200.0,3,2,120.0,648.0,10000.0
835,Super built-up  Area,3,1326.0,2,1,34.8,476.0,2624.434
835,Super built-up  Area,3,1326.0,2,1,35.0,476.0,2639.517
835,Super built-up  Area,2,985.0,2,1,40.39,344.0,4100.508
835,Super built-up  Area,2,795.0,2,1,32.54,344.0,4093.082
835,Super built-up  Area,2,1130.0,2,1,46.33,344.0,4100.0
835,Super built-up  Area,2,795.0,1,1,32.6,304.0,4100.629
835,Super built-up  Area,2,985.0,2,1,38.92,344.0,3951.269
835,Super built-up  Area,2,1000.0,2,1,41.0,344.0,4100.0
835,Super built-up  Area,2,995.0,2,1,40.8,344.0,4100.503
835,Super built-up  Area,2,1020.0,2,1,40.8,344.0,4000.0
836,Super built-up  Area,2,1275.0,2,3,55.0,344.0,4313.725
837,Built-up  Area,1,615.0,1,1,24.0,172.0,3902.439
837,Super built-up  Area,2,1230.0,2,1,58.0,344.0,4715.447
838,Super built-up  Area,2,1209.0,2,1,50.0,344.0,4135.649
838,Built-up  Area,3,1495.0,2,2,75.0,476.0,5016.722
838,Built-up  Area,2,1100.0,2,2,43.5,344.0,3954.545
838,Built-up  Area,2,1200.0,2,2,43.2,344.0,3600.0
838,Super built-up  Area,3,1495.0,2,2,65.0,476.0,4347.826
838,Super built-up  Area,2,1200.0,2,2,39.0,344.0,3250.0
838,Super built-up  Area,3,1820.0,3,2,79.5,516.0,4368.132
838,Built-up  Area,3,1350.0,3,2,60.0,516.0,4444.444
838,Built-up  Area,3,1495.0,2,2,70.0,476.0,4682.274
838,Super built-up  Area,3,1500.0,2,3,78.0,476.0,5200.0
839,Super built-up  Area,3,1250.0,3,1,39.5,516.0,3160.0
839,Built-up  Area,2,1158.0,2,3,75.0,344.0,6476.684
839,Built-up  Area,2,850.0,1,0,35.5,304.0,4176.471
839,Super built-up  Area,3,1250.0,3,2,42.0,516.0,3360.0
840,Super built-up  Area,2,1169.0,2,1,50.11,344.0,4286.57
841,Built-up  Area,4,3500.0,4,0,150.0,688.0,4285.714
842,Super built-up  Area,2,1400.0,2,2,60.0,344.0,4285.714
843,Built-up  Area,2,1050.0,2,2,45.0,344.0,4285.714
844,Built-up  Area,4,2100.0,4,1,90.0,688.0,4285.714
845,Super built-up  Area,2,1395.0,2,1,63.59,344.0,4558.423
845,Super built-up  Area,2,1060.0,2,1,53.0,344.0,5000.0
845,Super built-up  Area,3,1570.0,3,2,78.0,516.0,4968.153
845,Super built-up  Area,3,1325.0,2,1,47.0,476.0,3547.17
845,Built-up  Area,2,1050.0,2,1,48.0,344.0,4571.429
845,Super built-up  Area,2,1170.0,2,1,45.51,344.0,3889.744
845,Super built-up  Area,2,1170.0,2,1,39.0,344.0,3333.333
845,Super built-up  Area,2,1418.0,2,1,62.0,344.0,4372.355
846,Super built-up  Area,2,1520.0,2,3,62.0,344.0,4078.947
846,Super built-up  Area,2,1125.0,2,1,44.0,344.0,3911.111
846,Built-up  Area,2,1000.0,2,2,42.0,344.0,4200.0
846,Super built-up  Area,2,1225.0,2,1,47.0,344.0,3836.735
846,Super built-up  Area,3,1450.0,3,2,75.0,516.0,5172.414
846,Super built-up  Area,3,1215.0,2,2,46.8,476.0,3851.852
846,Super built-up  Area,2,1125.0,2,1,55.0,344.0,4888.889
847,Super built-up  Area,2,1170.0,2,3,50.0,344.0,4273.504
848,Super built-up  Area,2,1339.0,2,2,55.0,344.0,4107.543
848,Super built-up  Area,2,1120.0,2,2,40.0,344.0,3571.429
